time,accX,accY,accZ,gyroX,gyroY,gyroZ,d_uncMagX,d_uncMagY,d_uncMagZ
0,0.0851118,0.120449,0.166752,-0.0201265,-0.0295208,0.198975,0.00615463,0.0871334,0.0117224
0.4576,0.169157,0.0941845,0.0537509,-0.017538,-0.0133462,0.314877,-0.0074908,0.194788,0.0453387
0.9152,0.166683,0.0864039,0.144593,-0.0215414,-0.0599026,0.297034,0.000827235,0.204333,-0.0131477
1.3728,0.151131,0.0922391,0.0440155,-0.0072213,-0.0515211,0.324315,0.0548357,0.198599,0.0697121
1.8304,0.174106,0.0782354,0.084624,-0.0261942,-0.0322832,0.305137,0.0437807,0.18661,0.0251226
2.288,0.170454,0.0923337,0.0804062,-0.0122848,-0.0334672,0.277601,0.0603442,0.152865,-0.00513695
2.7456,0.15979,0.0879957,0.0474741,-0.0290611,-0.0336097,0.240697,0.0999175,0.11121,0.113795
3.2032,0.143345,0.12375,0.0510114,0.000172658,-0.0297479,0.193413,0.0630342,0.0852281,0.0234379
3.6608,0.11863,0.0924091,0.166258,-0.00435941,-0.0243044,0.140568,0.0644636,0.0837066,-0.0424225
4.1184,0.118579,0.121836,0.038665,-0.00701127,-0.0379474,0.115649,0.0906303,0.0222622,0.0968135
4.576,0.0689231,0.12022,-0.0415521,0.000997271,0.00822961,0.0176795,0.0459029,0.0112916,0.0406284
5.0336,0.0359684,0.141499,0.00127042,0.0103838,0.0018395,-0.0349703,-0.0248694,0.00414723,-0.0333796
5.4912,-0.00043358,0.115623,-0.0380274,-0.00966974,0.010547,-0.0487658,-0.00944087,-0.040574,0.0412622
5.9488,0.00207376,0.124709,0.115449,0.0112095,0.0227982,-0.0898524,-0.0380271,-0.0133446,-0.0511901
6.4064,-0.0177212,0.111142,-0.204557,0.00774373,0.0202459,-0.131283,-0.0371897,-0.0227741,0.00172655
6.864,-0.046697,0.13735,-0.0217432,0.00933962,0.00862423,-0.161504,-0.0625913,-0.0584329,-0.049356
7.3216,-0.0686541,0.126678,0.0692,0.00263767,0.0443459,-0.163632,-0.0734956,-0.0717186,-0.0189105
7.7792,-0.0322707,0.126981,-0.22465,0.0206734,0.00793075,-0.160944,-0.0725108,-0.0740556,0.0038623
8.2368,-0.0656175,0.208893,0.19569,0.0268947,0.00694762,-0.155076,-0.0301613,-0.0296392,-0.0831698
8.6944,-0.0412817,0.234678,0.143892,-0.00283623,0.0065656,-0.141427,-0.0261373,-0.0826744,-0.0240693
9.152,-0.0302852,0.172748,0.380959,-0.0055816,0.0202114,-0.118471,0.00244011,-0.0782913,0.0605441
9.6096,-0.00709324,0.138306,0.35013,0.0102484,-0.00850869,-0.0874599,-0.0430744,-0.0601785,-0.033396
10.0672,-0.00425582,0.168835,0.903919,-0.0191506,-0.00513623,0.00366876,0.0275142,-0.0366892,-0.00245733
10.5248,0.0642491,0.114485,-0.00537759,0.017252,0.00768968,0.0359621,-0.0276777,-0.0166038,0.0329434
10.9824,0.0468525,0.0946863,0.00587385,-0.0236902,-0.0178003,0.0424729,0.00514288,0.0502778,-0.0298241
11.44,0.0504116,0.133648,0.0575504,0.00716087,-0.010763,0.0293224,-0.00356979,0.0265205,-0.0277221
11.8976,0.0193952,0.0928005,-0.111817,-0.00135166,0.0201432,0.00363607,0.0392539,0.00322891,0.0897603
12.3552,0.0701593,0.14099,0.0925012,0.00365075,0.0286668,-0.0239028,-0.0585067,0.0121666,-0.123486
12.8128,0.0246883,0.0994238,0.163584,0.00677657,-0.0411699,-0.0439898,0.00112212,-0.0173331,0.0270211
13.2704,0.010182,0.151908,0.025874,-0.0116245,0.0213092,-0.0359652,-0.00118946,-0.0329674,-0.00235435
13.728,0.0279407,0.222069,0.214426,0.00796401,0.016371,-0.0351931,0.00757302,-0.0197217,-0.0252292
14.1856,0.031322,0.300276,0.197623,0.00599657,6.84974e-06,-0.0321731,-0.0197768,-0.0249792,-0.0221112
14.6432,0.0100968,0.253953,0.374952,0.00466451,0.00517604,-0.0385184,-0.0354354,-0.0206173,-0.063207
15.1008,0.0529962,0.268562,0.106454,-0.00288829,0.0107606,-0.0321414,-0.0250222,-0.0504546,-0.00853247
15.5584,0.0165382,0.212866,0.207629,0.00089157,-0.00646415,0.00714205,-0.0339099,-0.00355885,0.00276204
16.016,0.0459609,0.211343,0.205807,-0.0125553,-0.0188697,0.194813,0.00575135,0.0446283,0.0476732
16.4736,0.146102,0.22574,0.0946903,-0.016337,-0.0464295,0.376839,0.0388903,0.162728,0.0391662
16.9312,0.146528,0.251984,0.26501,-0.027706,-0.081958,0.500489,0.10849,0.243557,0.0818519
17.3888,0.137115,0.148137,0.153263,-0.0231567,-0.0792769,0.536475,0.197325,0.233544,0.116121
17.8464,0.102292,0.171963,0.062728,-0.0245647,-0.0762201,0.55357,0.213383,0.168444,0.0594722
18.304,0.150728,0.119881,0.157783,-0.0301827,-0.0810794,0.651199,0.232667,0.108331,0.00526485
18.7616,0.177398,0.147164,0.1227,-0.0282178,-0.0684671,0.383503,0.284906,-0.0441805,0.134936
19.2192,0.0481753,0.161781,0.20891,-0.0223558,-0.00644214,0.123542,0.154247,-0.0652262,0.00366853
19.6768,0.0889304,0.127501,-0.0892177,-0.0205827,0.00674111,0.0879674,-0.0141453,-0.060662,0.00336843
20.1344,0.0800391,0.110121,-0.016409,0.0150884,-0.0364208,0.0682753,0.0342737,-0.0197542,0.00950658
20.592,0.042343,0.0799826,0.0694456,0.0266822,-0.00106384,0.0091874,0.0422117,0.0058056,-0.00410531
21.0496,0.0780274,0.0678306,0.0984667,0.0214064,-0.000507981,0.00693303,0.00153377,0.0372169,-0.0136228
21.5072,0.0598768,0.0747556,-0.0675285,-0.00910023,-0.00675912,0.0119627,-0.0103499,0.0136173,0.00122215
21.9648,0.0542299,0.0817719,-0.0112429,-0.00176085,0.00832032,-0.00693847,0.0493536,-0.0402583,0.0498019
22.4224,0.0412634,0.0811261,-0.0874574,-0.0205397,-0.0178193,-0.00610757,-0.0179362,-0.0160809,0.000483084
22.88,0.0340406,0.144321,0.132593,0.0309337,0.00276465,0.00590919,-0.0168763,-0.000370534,-0.0188847
23.3376,0.0644175,0.18453,0.296431,-0.0122935,-0.00120948,0.00136213,-0.00657389,0.0279639,0.00272078
23.7952,0.0675791,0.209073,0.188959,-0.0199123,0.00317479,0.0274039,0.00933334,-0.0329354,-0.00872142
24.2528,0.073877,0.19705,0.192685,0.0202098,0.00792399,-0.0057621,0.0124813,-0.0154854,0.0110384
