time,accX,accY,accZ,gyroX,gyroY,gyroZ,d_uncMagX,d_uncMagY,d_uncMagZ
0,0.0361099,0.0221303,-0.174099,-0.013661,-0.0247916,0.22044,-0.00887748,0.0736943,0.00285771
0.3472,0.147146,0.0964795,-0.0437737,-0.0107242,-0.0330549,0.21205,-0.00384322,0.161056,0.00988315
0.6944,0.0965152,0.135948,0.117591,-0.0114958,-0.0200777,0.171861,0.000272605,0.107891,-0.00759966
1.0416,0.0846349,0.130307,0.0400307,-0.00667479,0.0117677,0.113956,0.00686409,0.108241,-0.0359699
1.3888,0.0658365,0.0880866,0.141067,-0.00745776,-0.010704,0.20064,-0.00150026,0.0871702,-0.0253647
1.736,0.152381,0.101223,0.0975334,-0.0173644,-0.0423453,0.302588,0.0436841,0.139324,0.0489099
2.0832,0.151136,0.0801406,-0.0412265,-0.0290479,-0.0532251,0.332988,0.0733247,0.157137,0.12745
2.4304,0.188937,0.0949833,-0.0121097,-0.0181955,-0.0588132,0.336684,0.0816559,0.153485,0.0566622
2.7776,0.14882,0.0727211,0.131158,-0.0275823,-0.0396316,0.319422,0.0884673,0.16434,0.107277
3.1248,0.211333,0.119002,0.0878803,-0.0198477,-0.016978,0.2389,0.105759,0.108662,0.0831962
3.472,0.130406,0.0915268,0.211677,0.0195478,-0.039542,0.155109,0.0641725,0.105901,-0.0341198
3.8192,0.11651,0.11177,-0.0412489,-0.01847,-0.0156881,0.0917179,0.0701574,0.0742735,0.0113592
4.1664,0.0604393,0.117451,-0.184895,0.00501832,-0.0426838,0.0376282,0.0219538,0.0208237,0.0436772
4.5136,0.0368493,0.110217,-0.158035,-0.00361005,0.0151373,0.0213984,0.0257126,0.00472807,-0.0017279
4.8608,0.0298812,0.110434,-0.0639541,0.00616799,-0.0109492,0.00967507,0.0217927,0.0125757,0.000663407
5.208,0.0334293,0.109807,-0.0529678,-0.00362961,0.0320577,0.0151951,-0.0135966,0.0224235,-0.0406669
5.5552,0.073947,0.102646,0.102295,0.00177753,-0.0354902,-0.00633243,-0.0121385,-0.00786882,0.0358096
5.9024,-0.0156078,0.0986747,-0.0422853,-0.0189006,-0.00905077,-0.0105281,0.00131493,-0.00617131,-0.0221927
6.2496,0.0334222,0.134968,-0.0216848,0.00506238,0.0364036,-0.025217,-0.0192244,-0.0092526,-0.0162456
6.5968,0.0339231,0.114821,0.00563012,0.0116132,0.0139122,-0.0424689,-0.0226678,0.0059718,-0.0042617
6.944,0.0247751,0.0895406,-0.0205287,-0.00340529,0.0198171,-0.0862412,-0.00752163,-0.0372535,0.044347
7.2912,-0.0253385,0.101814,-0.0387636,0.0119913,0.00390169,-0.134356,-0.0508211,-0.0491393,0.00818929
7.6384,-0.0773803,0.13487,0.0658282,-0.00412057,0.0409476,-0.143779,-0.0617678,-0.0476716,-0.0704331
7.9856,0.0112505,0.147591,-0.364804,0.0232724,0.0221767,-0.149794,-0.0655213,-0.0627973,-0.0102612
8.3328,-0.0577787,0.184007,-0.0149838,0.0325036,-0.000794006,-0.145748,-0.0521016,-0.024519,0.000118079
8.68,-0.032128,0.229772,0.389164,-0.00233858,0.0195361,-0.137916,-0.0221983,-0.0172267,-0.0240547
9.0272,-0.0423419,0.299406,0.638078,-0.00518895,0.00101902,-0.143748,-0.065878,-0.0752048,-0.0783807
9.3744,-0.0300309,0.245384,0.232828,0.000811946,0.0291389,-0.126659,-0.0213735,-0.0752779,-0.0438743
9.7216,-0.0151372,0.154649,-0.0443171,-0.00543934,0.0127495,-0.131133,-0.0107861,-0.111796,0.0621082
10.0688,-0.0177531,0.101697,-0.0311192,0.0259229,0.0132155,-0.109589,0.000246645,-0.0825546,0.0212671
10.416,-0.0185982,0.0767748,0.0274021,-0.0191378,-0.0216394,-0.0464407,0.0298723,-0.0259795,0.000513663
10.7632,-0.0238903,0.166857,0.0262509,-0.0184864,0.0224301,0.00704985,0.0287653,-0.0464286,0.0410464
11.1104,0.0535969,0.233065,-0.218037,-0.00903591,-0.00741857,0.0715706,-0.0252262,-0.0110281,0.0111026
11.4576,0.0611984,0.155351,0.223215,0.00355219,-0.0029768,0.164437,0.0140043,0.0790859,-0.0485268
11.8048,0.103395,0.245319,0.213369,-0.0357136,-0.0229863,0.245556,0.0388953,0.0805204,0.0670661
12.152,0.140558,0.250236,0.176957,-0.0253689,-0.0313904,0.419656,0.0130109,0.13972,-0.0300362
12.4992,0.23432,0.176323,0.193438,-0.01918,-0.0963656,0.461951,0.0836086,0.199395,0.0139864
12.8464,0.0837367,0.204575,0.12124,-0.0198974,-0.0604524,0.483585,0.239901,0.217569,0.105659
13.1936,0.209807,0.177678,0.29268,-0.0186051,-0.0237306,0.532347,0.182625,0.148117,0.0741116
13.5408,0.200939,0.207114,0.220885,-0.020576,-0.111617,0.548161,0.172894,0.134383,0.0264704
13.888,0.160905,0.181958,0.213667,-0.0310892,-0.0877056,0.568108,0.269009,0.0290019,0.11976
14.2352,0.175298,0.253843,0.28568,-0.0564219,-0.0706089,0.454389,0.258867,-0.0527141,0.0914549
14.5824,0.131051,0.224527,0.117283,-0.00770366,0.00841895,0.193915,0.147145,-0.0891627,-0.0294159
14.9296,0.0786105,0.106831,0.0718039,-0.0055045,-0.0313169,0.0421186,0.0432519,-0.0542929,-0.0102515
15.2768,0.0167073,0.114391,-0.0187289,0.000792673,-0.000739078,0.0964655,0.0657297,-0.00612717,0.0553603
15.624,0.109953,0.205844,0.246919,0.03135,-0.00667487,0.0535773,0.0436392,0.0146561,-0.0139708
15.9712,0.0394334,0.238883,0.121356,0.0183103,0.00124175,0.0286048,-0.0217859,0.0504883,-0.101256
16.3184,0.0712825,0.202272,0.175031,0.00333928,0.0125443,-0.00315777,-0.00703354,0.0522164,0.00293657
16.6656,0.0763233,0.180603,0.0648509,-0.001818,-0.00939772,-0.0477626,-0.041784,-0.0235599,0.0168936
17.0128,0.0186848,0.270258,0.0353157,-0.00325384,-0.0281695,-0.0343968,-0.0317148,-0.126638,0.0773823
17.36,0.0487568,0.166203,-0.0879318,0.00928769,-0.0380939,0.00525517,-0.0279843,-0.116633,0.0838604
17.7072,0.0395645,0.153459,0.0727473,0.000497352,0.0129634,-1.33428e-05,0.00317248,-0.0351291,0.0379223
18.0544,0.0504021,0.289573,0.256412,0.00481585,0.00545688,0.00539811,0.073643,-0.00884624,0.161424
18.4016,0.0585823,0.112851,-0.00722876,0.00207074,0.0149389,-0.0239833,0.0764865,0.0077671,0.124383
18.7488,0.0376852,-0.00997503,0.0124701,-0.00273486,0.0034121,-0.0147206,-0.0285376,0.00143181,-0.00191774
19.096,0.0495487,0.148878,0.239654,-0.00336438,-0.00680465,-0.00152656,-0.0508591,-0.000486809,-0.0615167
19.4432,0.0574698,0.104824,0.000643688,-0.000529036,0.0291751,-2.06124e-05,-0.0154774,0.00231069,-0.03372
19.7904,0.0456589,0.142416,-0.0103724,-0.00355107,0.0136577,0.000687309,0.00865473,0.0228923,-0.0260047
20.1376,0.0627753,0.121833,0.0241779,-0.00297887,0.0280523,0.000700072,0.0238258,0.000346726,0.0105989
20.4848,0.0524753,0.133165,0.0633543,-0.017661,-0.00132974,0.000220207,0.0138915,-0.00629826,0.0518336
