time,accX,accY,accZ,gyroX,gyroY,gyroZ,d_uncMagX,d_uncMagY,d_uncMagZ
0,0.0785818,0.0920977,0.135578,0.00322999,-0.00381729,0.0620721,0.00820622,-0.00975704,0.0318187
0.43,0.105679,0.0935058,0.00652767,-0.00803788,-0.0374315,0.156605,0.0112561,0.0908119,-0.0171766
0.86,0.114783,0.116823,0.314329,-0.00890117,-0.0128555,0.15046,0.0077246,0.130526,-0.102108
1.29,0.121175,0.106873,0.0374815,0.000889802,-0.0493163,0.160814,0.0627082,0.103071,-0.0588103
1.72,0.112484,0.0983609,0.2733,-0.0223026,0.00431808,0.150991,0.0846047,0.126088,-0.0923281
2.15,0.132624,0.129662,0.0188816,-0.0189806,-0.0235723,0.148428,0.0108454,0.0390169,0.107936
2.58,0.129841,0.108133,0.0673429,-0.00664651,-0.0137995,0.120271,-0.0167719,0.064426,0.0488283
3.01,0.14461,0.0848888,0.15254,0.00374331,-0.0223275,0.0691148,-0.00711164,0.0573469,0.00284599
3.44,0.0704684,0.144709,-0.0183687,-0.00288594,-0.0296784,0.0207879,0.0355406,0.0347749,0.0285504
3.87,0.0201419,0.131512,0.131634,0.000902133,-0.00380534,-0.0239961,0.0485874,0.0097056,-0.0133869
4.3,0.0277717,0.174645,0.198511,0.0123988,0.0304138,-0.0172128,-0.0225814,-0.0144857,-0.0174928
4.73,0.0421338,0.14787,0.227988,0.00828471,0.0033739,0.00473282,-0.0097717,-0.00831721,0.0324842
5.16,0.0390506,0.174959,0.146441,-0.026747,0.0112499,0.00677403,0.0100451,-0.00783423,-0.0199162
5.59,0.0692088,0.145759,0.0195355,0.0112931,0.00857871,0.00354581,-0.0371222,-0.00694745,-0.023693
6.02,0.0271561,0.101434,0.227982,-0.013596,-0.0230425,0.00234501,0.00467664,0.00951977,0.0374132
6.45,0.0305532,0.193069,-0.065806,0.0145312,0.00200172,0.0188433,0.0324497,0.0053701,0.0362814
6.88,0.0301519,0.182428,0.209928,0.00833095,0.019465,0.0116703,0.0105479,-0.00126778,0.050832
7.31,0.0604903,0.170807,0.130783,0.00886692,-0.0270926,0.0122955,0.0526061,-0.0277542,0.052312
7.74,0.0393454,0.168947,-0.222951,-0.0165764,-0.0139254,0.00140685,0.0334966,0.0427378,-0.00769332
8.17,0.0277269,0.208145,0.202862,0.0198683,0.00196031,-0.00468897,-0.0352818,0.0181158,-0.0552103
8.6,0.0196303,0.156136,0.0839928,0.019107,0.00923675,-0.00703975,0.0108956,0.0164808,-8.12241e-05
9.03,0.0462573,0.152097,-0.0721934,-0.0193221,0.0160879,-0.0153864,-0.0426423,0.0115416,-0.0632631
9.46,0.0516012,0.169022,0.090797,-0.0100649,0.00476162,-0.0450785,0.00330402,-0.0233019,0.034609
9.89,0.0120421,0.150353,0.0829769,0.00193716,0.0161184,-0.0744647,-0.0403608,-0.0602937,0.00754658
10.32,0.0329388,0.165836,0.181896,0.00431317,0.0118042,-0.108478,-0.0509306,-0.0420622,-0.00271975
10.75,-0.000838759,0.189207,0.0430731,0.00818358,0.00244147,-0.156749,-0.0471584,-0.0800164,-0.014656
11.18,0.00694579,0.174712,0.00971389,0.0130848,0.0265251,-0.225379,-0.00852671,-0.113494,0.0628954
11.61,-0.0505565,0.187604,0.00128912,0.00745677,0.0308955,-0.29541,-0.0319576,-0.158749,0.0030045
12.04,-0.0335327,0.187953,-0.0607097,0.0236549,0.0545762,-0.354063,-0.0497284,-0.190812,-0.00560085
12.47,-0.101396,0.186998,0.0362106,0.00832035,0.0371475,-0.372176,-0.0215385,-0.232885,-0.0160659
12.9,-0.0381241,0.145049,-0.076883,0.0101057,0.10375,-0.347904,-0.00814225,-0.220365,-0.0130012
13.33,-0.0173931,0.139185,-0.0844015,0.0112721,0.026729,-0.36087,-0.00143979,-0.215914,-0.0467093
13.76,-0.0570695,0.119181,0.00766716,0.0345032,0.0689387,-0.352141,0.108093,-0.228624,0.0544522
14.19,-0.0144983,0.0811357,-0.012185,0.0281809,0.0304643,-0.394332,0.0763006,-0.192445,0.0042377
14.62,-0.0684535,0.0820902,-0.123965,0.0218325,0.0514877,-0.409615,0.131273,-0.205031,0.0159296
15.05,-0.0807457,0.0771786,-0.140078,0.00978746,0.0377802,-0.350036,0.146185,-0.150642,0.0218852
15.48,-0.0546945,0.0900745,-0.0513334,0.0107076,0.0277883,-0.169208,0.100933,-0.120328,0.0149482
15.91,0.0464824,0.146818,-0.0113067,0.00699329,0.0180625,-0.0300634,0.0369812,-0.0382669,-0.0255487
16.34,0.066034,0.21991,0.174836,0.00267103,0.000969692,0.0100825,0.0129352,-0.00692968,-0.00927775
16.77,0.0731351,0.228995,0.217189,-0.00830956,-0.00346019,0.00900994,-0.0206362,0.00818693,0.00651057
17.2,0.0637984,0.230192,0.162011,0.00694898,0.00703493,0.00730077,-0.00393553,-0.00507501,0.00693953
17.63,0.0859564,0.144055,0.0149014,-0.0170982,-0.017532,-0.000763513,0.00865666,0.00836003,-0.0160143
18.06,0.036953,0.160925,0.0129281,-0.021563,0.015178,0.00484632,0.0100293,-0.0174697,0.00647185
18.49,0.0815464,0.0977979,-0.0456357,0.00811498,0.000157449,-0.00939332,-0.0179082,-0.0189252,-0.0617876
18.92,0.0445678,0.074127,0.0401789,0.00302863,0.00435927,-0.0132954,0.0777378,-0.037279,0.171914
19.35,0.0572464,0.077222,-0.135611,0.0363891,0.00702442,-0.0134316,-0.00296506,0.0168264,-0.0841692
19.78,0.055164,0.0750485,0.073127,-0.00928188,-0.00787602,0.00436461,-0.0289561,0.0113627,-0.045434
20.21,0.0695847,0.098141,0.0773952,0.0123376,0.00235669,0.00220843,-0.0103693,0.0260618,-0.0456975
20.64,0.056533,0.0809198,-0.0637377,-0.00187023,0.00561305,0.00461171,0.0277027,0.0130743,0.00581873
21.07,0.0719801,0.135909,0.113409,0.00358661,-8.47469e-05,0.00375914,0.0194675,-0.0199005,0.055908
21.5,0.0518491,0.162306,0.0585405,0.000274688,-0.00127331,-0.00800333,0.00877269,0.0550005,-0.0262278
21.93,0.0669102,0.169362,0.10764,0.00363051,-0.00239951,-0.0166207,-0.00465585,0.114641,-0.0170795
22.36,0.0515824,0.180135,0.0934774,-0.00518102,-0.00476899,-0.0129658,0.000110527,0.163121,-0.123994
22.79,0.0627695,0.184678,0.0941099,0.00220453,0.0047546,-0.00474031,0.0162806,0.143121,-0.00286907
23.22,0.058225,0.170339,0.078685,-0.00600145,-0.00162376,0.0011915,0.0104983,0.182147,0.00591801
23.65,0.0596809,0.178058,0.0780014,-3.42305e-05,0.00123511,0.00164904,0.0210769,0.189516,0.00786109
24.08,0.0631348,0.196526,0.0995474,-0.000651684,0.00497983,-0.000362591,0.0158511,0.204635,-0.012419
24.51,0.0634893,0.172748,0.0781314,0.00338992,-0.00395698,0.00596329,0.0271052,0.160826,0.0282852
24.94,0.0543206,0.137789,0.0490019,-0.00419589,-0.00284547,0.0121376,-0.012637,0.0376462,0.0417317
25.37,0.0582506,0.127515,0.0711938,-0.0010693,-0.0152148,0.0108051,0.00366713,-0.0244719,-0.0218316
25.8,0.0492086,0.144608,0.130539,-0.00788743,0.000781834,0.00525592,-0.0218909,-0.0856783,-0.0374215
26.23,0.0719192,0.161176,-0.0676351,0.0038557,-0.0167368,-0.00237104,-0.0191936,-0.116605,-0.0224027
26.66,0.0618432,0.132339,0.0366472,-0.00358581,0.0058124,0.00220605,0.00340797,-0.0797791,0.0288503
27.09,0.061964,0.174731,-0.084877,-0.00110257,0.0245142,-8.99438e-05,-0.0155521,-0.026377,-0.0435067
27.52,0.0429261,0.131968,-0.00641886,-0.00460435,-0.00712588,0.00163318,0.00778964,0.0257959,0.00432711
27.95,0.0679595,0.124213,0.0574162,-0.0023134,0.0164474,-0.000938897,-0.00511888,0.0447708,0.0305291
28.38,0.0546332,0.125088,0.120815,-0.00186028,0.00254086,0.000787655,-0.0107203,-0.00521514,-0.0310997
28.81,0.0584129,0.125691,-0.0179393,0.000232641,0.00348141,-0.00105755,-0.0108647,-0.00890941,-0.0114096
29.24,0.0684492,0.169787,0.0880929,-0.00105041,-0.0236086,0.0013076,0.00708093,0.0067406,0.051275
29.67,0.0667377,0.1604,0.0973189,0.00252646,-0.0127364,0.0218972,-0.00563186,0.0192983,-0.0258703
30.1,0.0429182,0.1401,0.0362222,-0.000823239,-0.0133163,0.0432292,0.0138225,0.030011,-0.0197328
30.53,0.0489942,0.103176,-0.0485638,0.00558718,0.00170118,0.0346702,-0.00316319,-0.00238236,0.0429997
30.96,0.0707199,0.0572373,-0.016906,-0.00395849,-0.0163863,0.00806279,-0.0325833,0.024543,-0.0254434
31.39,0.0764929,0.101547,0.112752,0.00222582,0.00781465,-0.0120228,0.0177134,-0.0188596,0.059159
31.82,0.0531724,0.106811,0.0892017,0.00154617,0.00227941,-0.0186019,-0.00218162,-0.0207459,0.0153557
32.25,0.0531834,0.129296,0.0678426,6.90083e-05,0.00187602,-0.016266,0.0107656,0.00024239,0.023823
32.68,0.0470242,0.117263,0.0289064,-0.00116936,-0.00670003,-0.00813996,0.0307119,-0.0424431,0.0720874
33.11,0.05385,0.135725,0.101283,0.0020617,-0.0184624,-0.00539402,-0.0131741,0.0326263,-0.11551
33.54,0.0441237,0.133802,0.00822568,-0.00257382,-0.00555727,0.00170891,-0.0297248,0.00887297,-0.0511125
33.97,0.0618443,0.15014,0.00143886,-0.00315232,-0.0016577,0.00176016,0.0296731,-0.0169815,0.0632249
34.4,0.0529501,0.135828,0.126123,-0.000176294,-0.00498135,0.0025999,-0.0194864,0.00444951,-0.0283581
34.83,0.0556446,0.126034,0.192075,0.00339623,-0.013915,-0.000345317,0.0127236,0.000854827,-0.0339022
35.26,0.0570538,0.121579,-0.133723,-0.00278271,0.0142108,0.00303029,0.00567963,0.00437595,0.0201361
35.69,0.0461426,0.130829,0.0864406,0.00467219,-0.0116639,0.000386043,-0.00135666,-0.0301581,0.0162561
36.12,0.0424281,0.131741,0.0127107,-0.000339725,0.0103592,0.000148668,-0.00386133,-0.0497053,0.0187849
36.55,0.0626983,0.130244,0.165456,0.00437845,-0.0075957,-0.0021986,-0.0255619,-0.0307023,-0.0346248
36.98,0.0549423,0.113018,0.0187008,-0.0030394,0.00797615,0.00194335,0.0606421,-0.0490557,0.106014
37.41,0.0693593,0.240842,0.267116,0.00081791,-0.0027072,-0.00788252,0.0332548,-0.0527585,0.0820793
37.84,0.0446941,0.204101,0.0825693,0.00478704,-0.0121046,0.00791819,-0.023417,0.0130674,0.0184569
38.27,0.0336822,0.230605,0.161775,0.00360305,0.0012771,0.0698101,-0.00335149,-0.0385798,0.0294924
38.7,0.0899656,0.161072,-0.0262257,-0.00582,0.000869192,0.045439,-0.0421451,-0.0935147,-0.0364013
39.13,0.0502284,0.134452,0.0911038,0.000680082,-0.0106772,-0.021129,-0.0214811,-0.195821,0.0558227
39.56,0.0727158,0.139475,0.0502039,0.00137046,0.0115707,-0.0314471,0.00206632,-0.177127,0.0490927
39.99,0.0719623,0.190336,0.228953,0.00179755,0.00744177,-0.0604299,0.00629959,-0.11886,-0.0552011
40.42,0.0523481,0.19398,0.116311,0.00293333,0.00184477,-0.0262256,0.0555918,-0.0402045,0.0840391
40.85,0.0503251,0.201626,0.157623,-0.00415303,-0.0101994,0.0236589,0.0368128,0.00465231,0.0131638
41.28,0.0646966,0.196447,0.0152851,0.00283586,0.0149866,0.00554598,-0.0426178,0.0136433,-0.0774184
41.71,0.0763949,0.208859,0.0332768,0.00209898,0.0091255,-0.0298483,0.00161314,-0.0277482,0.0309406
42.14,0.065755,0.145487,0.092586,-0.0043512,0.00545991,-0.0182738,0.00852835,-0.00134257,-0.00993742
