time,accX,accY,accZ,gyroX,gyroY,gyroZ,d_uncMagX,d_uncMagY,d_uncMagZ
0,0.0993148,0.105835,0.0422126,-0.0201615,-0.0451907,0.158502,-0.0113377,0.0756195,0.000680651
0.458,0.151391,0.0921338,0.0980114,-0.0154439,-0.0560198,0.33065,0.0257683,0.213503,0.111618
0.916,0.154914,0.0842197,0.0892713,-0.00963524,-0.0366778,0.278667,0.0330381,0.196419,0.0304868
1.374,0.169622,0.0856409,0.130819,-0.0158113,-0.0389047,0.264409,-0.0174294,0.179005,-0.0914971
1.832,0.115661,0.0901241,0.0713285,-0.0199711,-0.027924,0.175553,0.0775004,0.139864,0.0496914
2.29,0.116285,0.104762,0.0657686,-0.0196373,0.00468086,0.152807,0.0237801,0.0678133,0.0417756
2.748,0.117269,0.130647,0.177703,0.00209069,-0.0223593,0.0848025,-0.00104325,0.0740877,-0.0283922
3.206,0.0683834,0.108317,-0.10189,0.00365904,-0.0163291,0.0451098,0.0330551,0.0446581,0.00430277
3.664,0.0534161,0.119946,0.0796384,0.00541192,-0.0243611,0.0339921,0.037442,0.0373736,0.0312248
4.122,0.0529773,0.11538,0.111125,-0.00878542,0.00107828,0.0156357,0.040245,0.00742826,-0.0249784
4.58,0.0145907,0.127618,-0.127959,0.00377462,-0.00424328,-0.0125957,0.00769407,-0.0293252,0.0172533
5.038,0.0246973,0.106555,-0.209568,-0.0103303,0.0216556,-0.000234154,-0.0129447,0.0104044,-0.0162937
5.496,0.033069,0.132175,-0.184212,-0.0150428,0.00468074,-0.00519898,-0.024014,-0.0357905,0.0456716
5.954,0.0265868,0.153037,0.0247027,0.0126214,0.00389919,0.028383,0.0101989,0.00661146,-0.0133964
6.412,0.0700611,0.190004,0.315226,-0.0123109,-0.00923483,0.0348887,-0.00952622,0.0317958,0.000183164
6.87,0.0528155,0.204758,-0.0407885,0.00593078,-0.0134735,0.0402157,0.0117427,0.0275484,0.0538958
7.328,0.0285176,0.12342,0.0314724,0.0130782,0.00900452,0.0262446,0.00661235,0.03799,-0.0917759
7.786,0.0784653,0.114629,-0.0129686,-0.0133474,-0.023413,0.0769986,-0.0119417,-0.00583411,-0.0515204
8.244,0.0425332,0.131959,-0.236689,0.0118286,-0.0144464,0.151645,0.0987018,0.0419617,0.038109
8.702,0.158245,0.154251,-0.0496084,-0.026263,0.0175071,0.222513,0.0195667,0.105164,0.0164188
9.16,0.129246,0.184762,-0.0345299,-0.0176841,-0.0337312,0.0897491,0.0377201,0.0596399,0.0546815
9.618,0.0640563,0.206174,0.164649,-0.00321789,0.0217866,0.0283415,0.0135225,0.0141093,0.038781
10.076,0.0545757,0.249748,0.276428,-0.00894263,-0.044372,-0.0135374,0.00136454,-0.00366779,0.0140577
10.534,0.000896181,0.201217,0.153567,-0.00198721,0.0427672,0.00789823,0.0412394,-0.00662964,0.0270502
10.992,0.0766793,0.218147,0.197099,0.00459922,-0.0214477,0.00408011,-0.0531146,-0.00699231,-0.0306832
11.45,0.0124877,0.195895,0.0516095,-0.0299594,0.00105991,0.180259,0.0556496,0.00889969,0.0501003
11.908,0.173325,0.214171,0.283947,-0.00720451,-0.0189626,0.215375,0.0597539,0.016908,0.0452242
12.366,0.0948838,0.180541,0.15132,0.00419212,-0.0789389,0.303773,0.100451,0.0746917,0.0451888
12.824,0.140595,0.189388,0.155643,-0.0267037,-0.00196094,0.300189,0.115847,0.073225,0.0127243
13.282,0.114995,0.204913,0.0676972,-0.00240031,-0.0263746,0.303292,0.11691,0.0264433,0.0284025
13.74,0.150678,0.226826,0.300739,-0.00852864,-0.0547187,0.254111,0.108054,0.015757,0.01751
14.198,0.0380592,0.207078,0.210785,-0.0332303,-0.0358225,0.218932,0.115218,-0.025709,0.0426625
14.656,0.0912976,0.17554,0.042529,-0.0193433,0.00547843,0.174307,0.0549627,-0.0419463,-0.00981036
15.114,0.0790572,0.159315,0.108539,-0.0066321,-0.0447983,0.189224,0.0827314,-0.051354,0.0616453
15.572,0.092817,0.162609,0.158211,0.0217517,-0.00182365,0.0947296,0.0787589,-0.0053834,-0.0170735
16.03,0.0480075,0.134644,-0.00912329,0.0215118,-0.0123378,0.0134021,0.0471873,0.014837,-0.00135345
16.488,0.0662378,0.222705,0.228609,-0.0118965,-0.00158097,-0.0142678,-3.57314e-05,0.00488244,0.0239391
16.946,0.0286908,0.186849,0.134585,0.00484658,-0.00952527,0.0209194,0.0225376,-0.00148246,0.0146695
17.404,0.0627912,0.226132,0.189189,-0.00870555,0.010031,-0.0122375,0.00231421,-0.0661384,0.106676
17.862,0.0540433,0.221375,0.0518524,0.00243174,-0.0227152,-0.020278,-0.0582555,-0.135381,0.00739494
18.32,0.0476572,0.146014,0.0869368,0.00343104,0.0173527,0.00295745,0.00952364,-0.0766067,0.0922236
18.778,0.0529694,0.272335,0.338863,0.00345851,-0.0297654,0.0376816,0.0215278,0.00646824,0.0574886
19.236,0.0646845,0.154834,0.0322067,-0.00128272,0.00742848,-0.0123716,0.0118775,0.0112443,-0.0577233
19.694,0.0306342,0.0426507,0.00508383,0.00279812,-0.00088109,-0.0516543,-0.0125525,0.010593,-0.013423
20.152,0.0457839,0.0570502,-0.0742272,0.00110008,-0.00104983,0.000183802,-0.0304909,0.0132022,-0.005965
20.61,0.0461199,0.078578,-0.031868,0.000556933,-0.00240881,0.00132731,0.0253953,0.0149669,0.015929
21.068,0.0477578,0.133235,-0.00653435,-0.00546161,0.00312475,0.0145584,0.0141036,-0.00296848,0.0323429
21.526,0.0405602,0.167856,0.220885,-0.00032237,0.00209225,-0.00829115,0.0254307,-0.000323128,0.0237674
21.984,0.0430811,0.152978,0.200245,-0.00149528,0.0295964,-0.00545979,-0.00726706,-0.0230175,0.00981285
22.442,0.0386028,0.152955,-0.00833823,-0.000718663,0.00377291,-0.00323082,0.0136085,-0.012954,0.0273196
22.9,0.045011,0.124188,0.00569902,-0.0120704,0.00403343,0.000557885,0.0128643,0.0219423,-0.00683543
23.358,0.0430713,0.170664,0.0547355,-0.00187476,-0.000870269,-0.000822483,-0.0181892,0.0390361,-0.0118102
23.816,0.0446506,0.0986848,0.0527769,-0.00134684,0.0054753,0.000108811,-0.0491691,-0.00242738,-0.0986526
24.274,0.0437933,0.157531,0.106809,-0.00444565,-6.80512e-05,0.0115736,-0.0337009,0.0347165,-0.14708
24.732,0.0486816,0.168503,0.0210646,0.00193922,0.00586413,0.00332157,0.0246642,0.139535,-0.0657709
25.19,0.0464165,0.138753,-0.17612,-0.000523662,-0.000998681,-0.00169611,0.0452826,0.29835,-0.0551489
25.648,0.0454959,0.150357,-0.105694,-0.00144591,-0.000483323,0.00116898,0.0272526,0.392742,0.0178215
26.106,0.0457799,0.141308,-0.164536,-0.00168529,-0.0017366,-0.00110586,0.042195,0.43307,0.0830805
26.564,0.0475235,0.147784,0.0164235,-0.00363975,0.00379046,0.00150972,0.0624254,0.463828,0.179061
27.022,0.0441496,0.140427,0.116383,0.00104884,1.32234e-05,-0.000961026,0.0555886,0.470228,0.300064
27.48,0.0463709,0.148459,0.0470601,-0.00182124,0.0018397,0.00101491,0.0721258,0.451349,0.488475
27.938,0.0408536,0.11541,0.155205,0.0062972,4.73208e-05,0.00134799,0.0274904,0.288092,0.324342
28.396,0.0469003,0.118878,0.216586,-0.00384743,0.00674327,0.0147943,0.0532588,0.192147,0.378856
28.854,0.049523,0.138484,0.033475,0.00120315,0.00545637,-0.00665324,0.0441389,0.0645351,0.331959
29.312,0.0505331,0.12329,0.0451826,-0.000618665,0.0173559,-0.0182382,-0.0109985,0.0881903,0.216901
29.77,0.0537384,0.140959,0.040661,-0.00542639,0.0086276,-0.009662,0.00887401,0.0493485,0.218447
30.228,0.0582824,0.123282,0.0697693,-0.0019212,-0.000564522,0.0231433,0.014137,0.0586479,0.191398
30.686,0.0644411,0.125272,0.0817858,-0.0100241,-0.0160841,0.02418,0.0274801,-0.00011947,0.147375
31.144,0.0444907,0.138288,0.122659,-0.00332853,-0.0075214,0.0162626,0.0332457,-0.0603366,0.0497581
31.602,0.0564802,0.189033,0.105091,-0.0113449,0.00349071,-0.0392152,-0.0592756,-0.0144511,-0.0374271
32.06,0.0344824,0.205532,0.190681,0.00161628,0.0180955,-0.0651953,-0.0467136,0.0102804,-0.0516792
32.518,0.0599219,0.153364,0.222644,0.00190301,0.0324834,-0.0185674,0.0170561,0.0290283,0.0156583
32.976,0.0574657,0.178592,0.214785,-0.00242184,-0.0104238,-0.00546289,0.0196768,-0.0183069,-0.0054992
33.434,0.0514563,0.136883,0.154553,0.00147931,-0.0279008,0.00569814,-0.0296646,0.0122864,-0.0730552
33.892,0.0382739,0.150691,0.172708,-0.00215308,0.0288071,-0.0105134,-0.0265053,-0.0119749,-0.0739595
34.35,0.063424,0.164342,0.0639668,0.00172964,-0.0165773,-0.00265242,0.0101944,-0.0226294,-0.0156395
34.808,0.051237,0.145771,0.162445,-0.000690941,-0.0119437,-0.000710184,0.0249541,-0.0226847,-0.00164907
35.266,0.0532007,0.142809,0.0449155,0.000828923,-0.0144976,0.000386317,0.00601844,-0.0159291,0.0109929
35.724,0.0668289,0.14905,0.062578,0.00184513,0.00197744,-0.00541639,-0.0268286,0.012319,-0.0561453
36.182,0.0551091,0.156493,0.0367117,0.00685115,-0.00955889,0.00178409,-0.0314908,0.0227763,-0.140556
36.64,0.0558875,0.159384,0.0920928,-0.00273307,0.00139954,-0.00178117,-0.00579259,0.0394607,-0.0238809
37.098,0.0378815,0.223641,0.173055,-0.00689319,-0.0183953,0.0319643,-0.00423841,-0.112624,-0.0621365
37.556,0.0488027,0.17943,0.101668,-0.00208707,-0.00734841,0.0955038,0.0246285,-0.0842723,0.027002
38.014,0.0529407,0.15495,0.046857,0.00114949,-0.0123386,0.0468783,0.0970902,-0.0419524,0.087857
38.472,0.0314122,0.157769,0.0448287,-0.000333989,0.0105615,0.0403714,-0.0363273,0.00181649,-0.07562
38.93,0.0777314,0.0598447,-0.0244757,0.00455405,0.0076428,0.0254919,-0.0184077,0.0438807,-0.00506125
39.388,0.0346405,0.13296,0.236364,-0.000955116,0.00491077,0.00995869,0.00386155,-0.00384926,0.0203746
39.846,0.0570771,0.0091188,-0.072406,0.00228103,0.00567567,0.00932101,0.0442237,0.00345189,0.0399571
40.304,0.061638,0.096464,-0.0885836,-0.00198419,0.0137905,-0.126758,-0.0378328,-0.00201218,0.0237749
40.762,0.0262972,0.178062,0.141606,-9.94472e-05,0.0132294,-0.061321,-0.0327779,0.0111559,-0.062571
41.22,0.0558331,0.132371,0.0136542,-0.00473962,-0.0131398,0.0186996,-0.0119159,-0.0087237,-0.0388966
41.678,0.0440394,0.11338,0.142535,-0.00142831,-0.0144709,0.0235076,-0.00288264,-0.00634115,-0.0222488
42.136,0.05801,0.12315,0.0191896,-0.00675539,0.000404076,0.0132609,0.0342015,-0.00319779,-0.0173679
42.594,0.0494011,0.185142,0.0696993,-0.00340987,0.00716065,-0.0355445,0.00301259,-0.00851012,0.0250908
43.052,0.0583169,0.153878,0.00996047,-0.00263327,0.00110686,-0.0296436,-0.0390432,-0.00589044,-0.00637061
43.51,0.0558787,0.179486,0.133511,0.000838665,0.00382603,-0.0239862,0.0123207,0.0222524,0.0163772
43.968,0.0487085,0.166347,0.0352493,-0.0016392,-0.00510019,-0.000290716,-0.0399142,0.0266924,0.0022191
44.426,0.0536987,0.151449,0.0518666,-0.00798335,0.00889361,-0.00545933,-0.00796594,0.00117082,0.00643548
44.884,0.0586106,0.141471,0.0140609,-0.00591038,-0.0080289,0.0128332,0.00851848,-0.00717731,0.0065732
45.342,0.0465769,0.160621,0.0106381,0.000781438,0.0131886,-0.0207157,0.00369442,-0.0075181,0.0426925
