time,accX,accY,accZ,gyroX,gyroY,gyroZ,d_uncMagX,d_uncMagY,d_uncMagZ
0,0.017495,-0.00920957,-0.124101,-0.0350603,-0.049595,0.617324,0.0751388,-0.165316,0.00958203
0.4664,0.177626,0.121296,0.108601,-0.0196021,-0.00592262,0.200845,-0.0249989,0.252514,0.00377951
0.9328,0.155124,0.0821651,0.0887681,-0.0112768,-0.0668395,0.324433,0.0277575,0.132082,0.00257407
1.3992,0.147604,0.102403,-0.0717607,-0.013039,-0.0278447,0.246956,0.0322427,0.190567,0.0568226
1.8656,0.164142,0.0955513,0.122884,-0.0173337,-0.0355399,0.228782,0.0581096,0.116371,0.0651943
2.332,0.106223,0.111513,0.0187428,-0.0121434,0.000704027,0.0509961,0.078393,0.067681,0.0934115
2.7984,0.0530694,0.102259,0.160571,-0.00576238,-0.0341565,0.0483508,0.0266927,-0.011593,0.00342291
3.2648,0.0458626,0.121885,0.105588,0.0123007,-0.000729343,0.0229093,0.0273427,0.0347851,0.0112005
3.7312,0.0560437,0.095888,-0.0832412,0.00330544,-0.0219197,0.0352695,-0.00599018,0.0405039,-0.0331601
4.1976,0.0408039,0.116906,-0.0212984,-0.0055951,-0.00547121,0.0108059,0.0329627,-0.00998429,0.025933
4.664,0.0205024,0.108949,-0.149977,0.00867224,-0.0055918,0.00906336,-0.00251057,-0.00338927,-0.0344767
5.1304,0.0217884,0.0826789,0.158305,-0.00835568,0.0268021,-0.0126087,-0.000916062,-0.000697754,0.00323048
5.5968,0.0391712,0.118508,0.0472201,-0.0147491,-0.01458,-0.00629569,-0.0357042,-0.0114959,-0.0263191
6.0632,0.0104946,0.134333,0.00219461,0.0198183,0.00762288,0.0258361,-0.0270693,0.0307287,-0.0166917
6.5296,0.114197,0.0891545,0.151477,-0.0178353,-0.0297853,0.146654,-0.0166227,0.0523628,0.00528026
6.996,0.0935556,0.118512,-0.197348,0.0160505,-0.0107804,0.105641,0.0456341,0.065484,0.00431655
7.4624,0.110893,0.123887,0.00959688,-0.0163056,-0.0295086,0.0568093,0.0608178,0.0404044,-0.00550405
7.9288,0.0359972,0.161481,-0.143346,0.0167024,-0.0141272,0.0356655,0.0767991,0.0603797,0.0309235
8.3952,0.0603838,0.158656,0.267219,-0.0100939,0.0380591,0.0356138,-0.0260801,0.0321459,-0.0140079
8.8616,0.0835535,0.21502,0.242746,-0.0122382,-0.00544042,0.0234507,-0.00760918,-0.0241509,0.00129944
9.328,0.0363715,0.239951,0.13818,-0.00255549,0.011853,0.0288913,-0.00720505,0.00208539,0.0312524
9.7944,0.0873365,0.282162,0.218256,-0.00592662,-0.0170149,0.0883629,0.0135091,0.00922693,0.030154
10.2608,0.0937631,0.338361,0.437638,-0.0191236,-0.0375886,0.188065,0.059166,0.0478897,0.0505382
10.7272,0.124015,0.256128,0.203074,0.00736029,0.00923283,0.176616,0.0451647,0.04391,0.0240631
11.1936,0.0988509,0.176642,0.270944,-0.0318727,-0.0817915,0.235402,0.0837075,0.0666916,0.0205216
11.66,0.0722792,0.214743,0.0813087,-0.0129959,0.0154848,0.236991,0.127756,0.0413011,0.0663208
12.1264,0.118825,0.142645,0.186291,0.0175236,-0.0407251,0.241303,0.0366945,0.0490147,0.0105762
12.5928,0.0951709,0.145134,0.143274,-0.020821,-0.052763,0.373048,0.147199,0.0524274,0.0607522
13.0592,0.186528,0.162863,0.172557,-0.0278597,-0.0493967,0.381813,0.166701,-0.00726995,0.0296558
13.5256,0.135342,0.190396,0.174645,0.00315369,-0.0237528,0.258677,0.131076,-0.029122,0.0598277
13.992,0.111289,0.216788,0.324373,-0.0184646,-0.0422748,0.134582,0.0791908,-0.0224013,-0.0240004
14.4584,0.0328761,0.247328,0.158705,-0.0207803,0.0090005,0.0841779,0.0761796,-0.090605,0.104633
14.9248,0.104166,0.0851409,-0.0226633,-0.00267529,0.000930496,0.0540472,0.0174718,-0.0287633,-0.0633338
15.3912,0.0426128,0.116637,0.00977172,0.027298,-0.0108289,0.047676,0.012961,0.0155463,-0.00738104
15.8576,0.0785653,0.135062,0.0783898,0.0198236,0.00357233,-0.00592871,0.00605123,0.0483163,-0.0112714
16.324,0.0212467,0.154622,0.205382,-0.0107144,-0.00663724,-0.0116677,0.0366138,0.0148959,0.0559964
16.7904,0.0731881,0.186173,0.164651,-0.00928132,0.0105642,-0.00833288,0.0123291,-0.0404054,0.0593575
17.2568,0.0257178,0.209372,0.169342,-0.00237885,-0.00626157,-0.00951771,-0.0223629,-0.0217557,-0.0530083
17.7232,0.0746105,0.145062,0.0246349,-0.00387694,0.0335778,-0.00413204,-0.0202966,0.0137181,-0.0442669
