time,accX,accY,accZ,gyroX,gyroY,gyroZ,d_uncMagX,d_uncMagY,d_uncMagZ
0,0.119683,0.123598,-0.0226784,-0.0181469,-0.0264414,0.189513,-0.00705245,0.102142,-0.00263221
0.5676,0.192459,0.0783442,0.032776,-0.017989,-0.032573,0.363235,0.00428487,0.190834,0.0645035
1.1352,0.158676,0.0885899,-0.0257409,-0.0175083,-0.0610572,0.298366,0.0461867,0.210437,0.0237452
1.7028,0.164404,0.0849396,0.105111,-0.0132645,-0.0313763,0.314293,0.07024,0.171649,0.0500204
2.2704,0.180646,0.107051,0.128707,-0.0291063,-0.0465062,0.265884,0.101794,0.1318,0.0793739
2.838,0.136849,0.102935,-0.0268768,-0.00475354,0.00545776,0.150844,0.0588494,0.0683113,0.0358575
3.4056,0.0971691,0.111815,-0.122109,0.00115984,-0.0381227,0.0591851,0.0227082,0.0511784,-0.0307078
3.9732,0.0307473,0.0987392,0.114813,-0.00314802,-0.00879824,0.0298117,0.0367271,0.0389613,-0.0168656
4.5408,0.0554098,0.179643,-0.0737957,0.00503522,0.0111217,0.00927482,0.000688262,0.00770329,-0.0200612
5.1084,0.0368248,0.206272,0.154794,-0.00979188,-0.0215474,0.0783515,0.0233772,0.00314608,0.051119
5.676,0.0970924,0.267961,-0.0378521,-0.0154231,-0.00601531,0.131009,0.0435432,0.0116971,0.0130628
6.2436,0.104078,0.283144,0.131564,0.00399009,-0.00991435,0.118276,0.0268159,0.049476,0.0103149
6.8112,0.0883871,0.269843,0.428421,-0.00403862,-0.00613893,0.0615069,0.033648,0.0250012,0.0208885
7.3788,0.045814,0.177616,-0.0258203,0.0112208,0.0142299,-0.0497534,-0.0112925,-0.0105551,-0.0243114
7.9464,0.0335213,0.111893,-0.00866474,0.00749539,0.0245498,-0.124673,-0.035597,-0.00214834,-0.0182633
8.514,0.0116566,0.198097,0.0934121,0.0118425,0.0130738,-0.126298,-0.0431056,-0.0482991,0.0104196
9.0816,0.050785,0.27667,0.22717,-0.00221044,0.0256177,-0.120683,-0.0895152,-0.0303828,-0.0670132
9.6492,0.0421068,0.280097,0.217276,0.0116863,0.0143895,-0.136619,-0.0622355,-0.0442731,-0.0497428
10.2168,0.0826493,0.0864782,-0.0633197,0.00625254,0.0283562,-0.184791,-0.0410573,-0.0521679,-0.00433313
