time,accX,accY,accZ,gyroX,gyroY,gyroZ,d_uncMagX,d_uncMagY,d_uncMagZ
0,0.0430562,0.129653,0.0450102,-0.0033994,0.00252879,-0.0199892,-0.0236633,-0.0158351,-0.0104897
0.4612,0.0164305,0.119159,-0.00308498,0.0079208,-0.0057334,0.0223072,-0.0111774,-0.00979255,-0.00982966
0.9224,0.0779184,0.141881,0.0953874,-0.0157483,-0.0157299,0.118958,0.0278947,0.0555328,0.00727331
1.3836,0.114389,0.159464,0.154686,-0.00172816,-0.0146736,0.146381,0.0266421,0.0679269,0.0088926
1.8448,0.0877942,0.148987,0.046772,-0.0125389,-0.0186647,0.146539,0.0214712,0.097998,-0.0352191
2.306,0.108221,0.156937,0.0407971,-0.0059035,0.00843318,0.138415,0.0312041,0.0976781,-0.11025
2.7672,0.12633,0.13878,0.135036,-0.0261879,-0.0230515,0.141941,0.0103123,0.0879116,-0.0179287
3.2284,0.0959547,0.165904,0.194158,-0.0144341,-0.0300817,0.125889,0.057468,0.0590687,0.164605
3.6896,0.0781517,0.146729,0.123432,-0.0115371,0.00200583,0.0972703,0.0216208,0.0621141,-0.0118504
4.1508,0.0856178,0.173186,0.0920861,-0.00107363,0.00411138,0.0530401,-0.0160852,0.0369205,-0.0264052
4.612,0.0762301,0.160887,0.0296213,0.00867907,-0.0165803,0.0309889,0.0327363,0.0312446,0.0321061
5.0732,0.0574378,0.152948,-0.0314682,-0.00339763,-0.0126233,0.0258385,0.0144922,0.0363676,-0.0466016
5.5344,0.0630633,0.141106,0.0118614,-0.00112827,-0.00354342,0.0252441,0.0161862,-0.016172,0.071021
5.9956,0.0658324,0.154292,0.180998,-0.00790698,0.000618,0.0245006,0.0153565,0.0181627,0.0410473
6.4568,0.048689,0.177174,-0.0712576,-0.00625462,-0.0233886,0.0147591,-0.00679272,0.00572642,-0.0784098
6.918,0.0411048,0.150256,0.0286951,0.0154262,0.00107283,0.0107285,0.025116,0.00583156,0.0371463
7.3792,0.0548893,0.119546,0.0719253,-0.00937743,0.00465925,0.00293332,-0.0245208,0.0414561,-0.0412425
7.8404,0.0425393,0.127566,-0.166003,-0.0154139,-0.0054486,0.0276675,-0.00564568,0.0106849,-0.0494674
8.3016,0.0548257,0.133443,0.00333859,-0.000977119,0.0102739,0.036924,-0.0205194,-5.55984e-05,-0.00833385
8.7628,0.0490062,0.165018,-0.0516508,0.00538906,0.00970278,-0.00177359,0.00256704,0.0121477,0.0172806
9.224,0.0330972,0.139589,0.0834031,0.000223091,-0.0231499,-0.0103302,-0.00344118,0.00188947,0.000935509
9.6852,0.0295702,0.160815,0.0701323,-0.0136757,0.00534188,-0.0143998,0.0132142,-0.0211225,0.0195176
