time,accX,accY,accZ,gyroX,gyroY,gyroZ,d_uncMagX,d_uncMagY,d_uncMagZ
0,0.0751925,0.105025,0.114032,-0.0424947,-0.00395576,0.0970332,0.0387227,0.0107048,0.0492895
0.4604,0.131772,0.120761,0.175201,-0.00539243,-0.0352665,0.189554,-0.00460719,0.130682,-0.0337425
0.9208,0.120622,0.103743,0.0238865,-0.016027,-0.0192607,0.193202,0.029678,0.12116,-0.0789262
1.3812,0.142659,0.0948303,0.223429,-0.0105057,0.000609797,0.202673,0.0422611,0.120523,-0.0448978
1.8416,0.190091,0.0913586,0.158915,-0.032102,-0.0440074,0.167426,0.059257,0.117074,0.0179881
2.302,0.114255,0.131989,0.272755,-0.00962233,0.00896266,0.116466,0.0336381,0.0585147,0.0473377
2.7624,0.136328,0.15491,-0.144639,0.00428666,0.010674,0.0695721,-0.00136482,0.0367209,0.0271379
3.2228,0.0464677,0.173371,-0.189193,0.00698439,-0.0183436,0.00342969,0.0288959,0.0563759,-0.011621
3.6832,0.0428378,0.114563,-0.195884,-0.0137357,0.00501635,-0.0345164,0.015082,-0.0108686,0.00184276
4.1436,0.00117215,0.131086,-0.130707,0.00782974,-0.032728,-0.041221,0.0142082,-0.033341,0.024883
4.604,0.0194115,0.176297,-0.386087,-0.0195702,0.0502896,-0.0220102,-0.0273784,0.00327911,-0.0406795
5.0644,0.0301743,0.188111,0.15129,-0.00476849,-0.00381635,0.00197953,-0.0246804,-0.0403997,-0.0203483
5.5248,0.0744939,0.198393,0.13222,0.000495922,-0.0269376,-0.00354745,-0.0433405,0.0187081,0.0130196
5.9852,-0.00216452,0.206216,0.0947063,-0.00195332,-0.000328913,0.000475795,0.0250629,0.0106114,0.0204977
6.4456,0.038515,0.17055,0.0818726,0.0147275,0.022961,0.00338727,-0.0290497,0.00187369,0.00252908
6.906,0.054995,0.24106,0.220601,0.000268131,-0.0354601,0.00286343,0.0255357,-0.0013559,0.00614835
7.3664,0.0401327,0.195437,0.252009,0.010652,-0.0115386,-0.00153872,0.0120642,0.00159048,0.00884026
7.8268,0.0121263,0.188834,0.0801841,0.00827972,0.0102726,-0.00131929,0.0054691,0.0215703,-0.0105514
8.2872,0.0554834,0.16899,0.0610771,-0.0092371,0.0307403,-0.00844413,-0.0302039,0.0151458,-0.0476006
8.7476,0.0468522,0.162703,-0.0545507,-0.0156609,-0.0157863,0.000371076,-0.00777171,-0.0191146,0.0300281
9.208,0.0645728,0.158709,0.178377,0.000558102,0.00522128,-0.0784248,-0.00141501,-0.00508323,0.00984399
9.6684,-0.0189118,0.210842,0.0834118,0.00635864,0.0195424,-0.189764,-0.0344977,-0.0931905,0.0116855
10.1288,-0.010696,0.196638,0.0125313,0.0205113,0.0575947,-0.294125,-0.0467487,-0.130089,-0.0192509
10.5892,-0.110533,0.14886,0.0601165,0.0132497,0.00599178,-0.331114,-0.0590504,-0.209004,0.0253837
11.0496,-0.0558955,0.160142,0.0106852,0.0176793,0.0886926,-0.318571,-0.0319512,-0.212794,-0.00671263
11.51,-0.0379983,0.179761,0.0384494,0.00893488,0.0225904,-0.333598,-0.0482768,-0.216209,-0.0212086
11.9704,-0.0753054,0.218691,0.177128,0.0222953,0.0440455,-0.295838,0.0443683,-0.22333,0.0511911
12.4308,-0.00779423,0.179564,0.0298842,0.0277302,0.0480127,-0.288969,0.0312744,-0.158655,0.0134589
12.8912,-0.0124665,0.116023,0.0622769,0.022988,0.0651755,-0.395368,0.0660868,-0.178371,0.0194337
13.3516,-0.0681882,0.091728,0.0542698,0.0241659,0.0397549,-0.489663,0.147146,-0.26142,0.0759085
13.812,-0.0981732,0.0979116,-0.00491018,0.020077,0.0620872,-0.407961,0.155434,-0.210109,-0.0484206
14.2724,-0.0659604,0.107219,-0.0727024,0.012823,0.034158,-0.205499,0.130721,-0.137231,0.0203209
14.7328,0.0407092,0.201358,0.275399,0.00156419,0.0262419,0.0175181,-0.00950725,-0.00136616,-0.104978
15.1932,0.0968539,0.177187,0.146077,-0.00541028,-0.0151098,0.0616853,0.0118467,0.0139361,0.0444817
15.6536,0.0811987,0.187493,0.110414,0.0033242,0.0112113,0.00763394,-0.0185328,0.0110837,-0.017709
16.114,0.0737935,0.127791,0.168661,-0.015329,-0.01028,-0.0316698,0.0161531,-0.0121534,-0.0146641
16.5744,0.035309,0.153258,-0.084733,-0.0196839,0.0138383,-0.0470504,0.0187618,-0.032019,0.0350442
17.0348,0.0449708,0.0921948,0.124368,0.0211517,-0.0045119,-0.0404361,-0.00475816,-0.0343064,-0.0181261
17.4952,0.0479235,0.0779684,-0.081314,0.0178754,-0.00176994,-0.0100771,0.0243173,0.0281978,-0.037822
17.9556,0.0516631,0.0842864,-0.037429,0.00136787,-0.00276703,-0.00435775,0.0407722,-0.00517312,0.0623642
18.416,0.0680992,0.0810463,0.0435563,0.00191141,0.00261162,0.00517068,-0.00242883,0.00573349,0.00596753
18.8764,0.0689022,0.0885392,-0.129294,-0.00253918,0.000688781,-0.00232465,-0.00380532,0.00196364,0.000272425
19.3368,0.0523103,0.168061,0.073092,0.000308451,-0.00213559,-0.00902423,0.00555158,0.0260998,-0.0139697
19.7972,0.0707192,0.208519,0.13999,0.000157445,-0.00849212,0.00353503,-0.0074736,0.0578362,-0.0301193
20.2576,0.0688295,0.168781,0.104174,-0.000760788,0.00192235,-0.00314911,0.0147522,0.171938,-0.0848063
20.718,0.0599748,0.188198,0.162893,-0.00191397,-0.00522309,-0.0144204,0.0520668,0.259494,0.0178345
21.1784,0.0679057,0.180842,0.145996,0.00514445,-0.00133814,-0.0149952,0.00220117,0.300611,-0.00373567
21.6388,0.0590165,0.167228,0.0858235,-0.00403435,-0.0112249,-0.0106017,0.0435312,0.220226,0.0850155
22.0992,0.0494005,0.190648,0.0840028,-0.0116772,0.00824739,0.0175782,-0.00269701,0.0473053,-0.0179491
22.5596,0.0781499,0.20667,0.168104,-0.00155885,-0.0121323,0.0122363,-0.0262469,-0.0615234,-0.050128
23.02,0.0596219,0.178913,-0.0247576,-0.00390924,0.00231226,0.00712933,-0.015265,-0.134447,0.0265999
23.4804,0.0639914,0.180674,-0.0365906,0.00238111,-0.0134541,0.00767931,-0.03018,-0.0704912,-0.0712527
23.9408,0.0602389,0.169735,0.0299606,-0.00192932,0.00230305,0.00394756,-0.0229563,-0.0238761,-0.0143644
24.4012,0.0539826,0.131999,-0.109373,-0.000313581,-0.0118368,-0.00148586,0.0141764,0.00175213,0.000389413
24.8616,0.065048,0.122337,0.0216546,-0.000155386,0.00285885,-0.00179262,0.0165366,0.0211225,-0.00632694
25.322,0.0530508,0.168246,0.132743,-0.000464562,0.00121368,-0.00335549,0.0063806,-0.0266043,0.0161401
25.7824,0.0623524,0.15442,0.158192,0.00371377,0.00923099,-0.00343935,0.00191545,-0.00941434,0.0290539
26.2428,0.0596804,0.114307,-0.00020391,0.00227378,-0.00776203,0.00879026,-0.015303,0.0106443,-0.0276527
26.7032,0.0491527,0.131821,0.0539884,-0.00234391,0.00012034,0.0183968,0.00536692,0.0251097,-0.017645
27.1636,0.0664713,0.132139,-0.0334072,-0.00178183,-0.0082898,0.0211845,-0.0283298,0.00374088,-0.0324946
27.624,0.0470671,0.0691538,0.0260138,0.00338628,-0.0159221,-0.00687406,0.0235095,-0.00674932,0.0459397
28.0844,0.0398416,0.109137,-0.0159765,-0.00431314,-0.0147292,0.0213715,0.00376968,-0.0129127,0.0325227
28.5448,0.0578063,0.146129,-0.0239008,-0.00192664,0.00498267,0.01676,-0.0150077,0.00354947,0.032042
29.0052,0.0611019,0.109282,-0.0825354,-0.00328835,-0.026739,0.0176878,-0.00102748,-0.00329642,-0.0372528
29.4656,0.0617058,0.134087,0.0420217,-0.00108443,0.0110992,0.0192781,-0.00762267,0.018851,0.00205479
29.926,0.0623345,0.114699,0.0234941,0.00427995,-0.0191994,0.0122364,0.00373345,-0.0121923,0.0189325
30.3864,0.0684872,0.135309,0.0044381,0.0025515,0.0135914,-0.0159151,-0.0139485,0.0235785,-0.0696368
30.8468,0.0543729,0.134322,-0.163049,0.00831632,0.0113708,-0.0305947,0.0121919,-0.039236,0.0813572
31.3072,0.0723516,0.119064,-0.0602438,0.00234933,0.0127018,-0.0271543,-0.0167792,0.0195661,-0.0783927
31.7676,0.0689422,0.144034,0.0380741,-0.00310497,-0.020137,-0.0181522,0.00873283,0.00452021,-0.00843076
32.228,0.0652127,0.137627,-0.163182,0.00384521,0.00991708,-0.00347726,0.0245566,-0.0167196,0.0283825
